,DEMREL02,DEMID01,DEMSN01,RELPCG02,RELOCG02,SIBIND02,CH02PRWT,PCGRES02,OCGRES02,ASMRES02,CHRES02,TDRES02,CCDRES02,EMSRES02,IWER02,SBLNUM03,SBLNUM01,BIOPR03,BIOPR01,BIOGPR03,BIOGPR01,PCGEMS02
296,6,1038,2,1,0,1,17.853,1,0,5,5,5,5,0,2097,1,1,2,2,2,2,0
297,6,1038,3,1,0,1,17.216,1,0,5,5,5,1,5,2097,1,1,2,2,2,2,1
298,6,1043,3,1,14,1,19.031,1,5,5,5,1,5,0,2088,3,3,2,2,0,0,5
299,6,1043,4,1,14,1,18.949,1,5,5,5,1,5,0,2088,3,3,2,2,0,0,5
300,6,1047,3,1,0,1,4.609,1,0,1,1,1,1,1,2060,2,2,2,2,2,2,1
301,6,1047,4,1,0,1,4.609,1,0,1,1,1,1,1,2060,2,2,2,2,2,2,1
302,6,1048,3,1,4,5,67.038,1,1,1,1,1,0,0,2055,96,96,1,1,0,0,0
303,6,1057,3,1,4,5,25.164,1,5,5,0,5,0,0,2102,0,0,1,1,2,2,5
304,6,1059,3,1,4,1,30.217,1,1,1,1,1,1,5,2031,3,3,1,1,2,2,1
305,6,1059,4,1,4,1,29.449,1,1,1,1,1,1,1,2031,3,3,1,1,2,2,1
306,6,1061,4,1,4,1,31.278,1,1,1,1,1,1,0,2094,2,2,1,1,0,0,0
307,6,1061,5,1,4,1,29.953,1,1,1,0,1,1,5,2094,2,2,1,1,0,0,1
308,6,1066,4,1,4,1,2.029,1,1,1,1,1,0,0,2052,2,2,1,1,0,0,0
309,6,1066,5,1,4,1,1.976,1,1,1,1,1,1,1,2052,2,2,1,1,0,0,1
310,6,1071,3,1,4,1,29.291,1,1,1,1,1,1,0,2101,2,2,1,1,2,2,0
311,6,1071,5,1,4,1,28.36,1,1,5,5,1,1,1,2101,2,2,1,1,2,2,1
312,6,1076,2,1,0,1,3.356,1,0,1,1,1,1,0,2056,1,1,2,2,2,2,0
313,6,1076,3,1,0,1,3.219,1,0,1,1,1,1,5,2056,1,1,2,2,2,2,1
314,6,1082,3,1,4,1,56.392,1,1,1,1,1,0,0,2094,2,2,1,1,2,2,0
315,6,1082,4,1,4,1,54.737,1,1,1,1,1,0,5,2094,2,2,1,1,2,2,1
316,6,1085,2,1,8,1,12.296,1,5,1,1,1,1,0,2074,2,2,2,2,2,2,0
317,6,1085,4,1,8,1,12.226,1,5,1,1,1,1,0,2074,2,2,2,2,2,2,0
318,6,1086,3,1,4,5,5.647,1,5,5,5,5,0,0,2074,96,9,1,1,2,2,5
319,6,1093,3,1,13,1,2.762,1,5,1,1,1,1,0,2008,3,3,2,2,2,2,0
320,6,1093,4,1,13,1,2.697,1,5,1,1,1,1,1,2008,3,3,2,2,2,2,1
321,6,1096,3,1,0,5,18.826,1,0,1,1,1,0,0,2103,1,1,2,2,2,2,0
322,6,1098,3,1,4,5,26.946,1,1,1,1,1,1,0,2027,9,9,1,1,0,0,0
323,6,1100,5,3,5,1,10.441,1,1,1,1,1,1,0,2034,0,0,4,4,0,0,0
324,6,1101,3,4,1,5,33.273,1,5,1,1,1,1,0,2102,0,0,1,1,0,0,0
325,6,1107,4,1,4,5,20.291,1,1,1,1,1,1,0,2083,1,1,1,1,2,2,0
326,6,1111,4,1,4,1,8.605,1,1,1,5,1,1,1,2062,2,2,1,1,2,2,1
327,6,1111,5,1,4,1,8.605,1,1,1,0,1,1,5,2062,2,2,1,1,2,2,1
328,6,1112,3,11,7,5,37.898,1,1,5,1,1,1,1,2061,96,96,4,4,1,1,1
329,6,1113,3,1,7,1,9.64,1,1,1,1,1,1,0,2026,1,1,2,2,1,1,0
330,6,1113,4,1,7,1,9.279,1,1,1,5,1,1,1,2026,1,1,2,2,1,1,1
331,6,1117,5,1,4,1,13.563,1,1,1,1,1,0,0,2086,3,4,1,1,2,2,0
332,6,1117,6,1,4,1,13.126,1,1,1,0,1,0,0,2086,3,4,1,1,2,2,0
333,6,1122,4,1,4,1,26.572,1,1,1,1,1,1,0,2086,2,2,1,1,2,2,0
334,6,1122,5,1,4,1,26.508,1,1,1,1,1,1,0,2086,2,2,1,1,2,2,0
335,6,1135,4,1,4,1,22.091,1,5,5,5,1,5,0,2031,1,2,1,1,0,0,5
336,6,1135,5,1,4,1,21.971,1,5,5,5,1,0,0,2031,1,2,1,1,0,0,5
337,6,1136,3,1,4,5,9.494,1,1,1,1,1,1,0,2058,0,0,3,3,2,2,0
338,6,1139,4,1,4,1,13.623,1,1,1,5,1,1,0,2061,1,1,1,1,2,2,5
339,6,1143,4,1,4,5,29.236,1,1,1,1,1,0,0,2023,1,1,1,1,2,2,0
340,6,1148,3,1,4,1,15.206,1,1,1,1,1,1,1,2073,2,2,1,1,2,2,1
341,6,1148,4,1,4,1,15.05,1,1,1,0,1,1,1,2073,2,2,1,1,2,2,1
342,6,1161,4,4,0,5,19.595,1,0,1,1,1,1,5,2103,96,1,2,1,2,2,1
343,6,1164,4,1,4,1,27.59,1,5,1,1,1,1,0,2002,96,1,1,1,2,2,0
344,6,1169,2,1,5,5,31.171,1,1,1,1,1,1,0,2046,0,0,3,2,0,0,0
345,6,1173,5,1,5,1,34.849,1,1,1,1,1,1,0,2055,2,2,3,2,2,0,5
346,6,1177,2,1,0,5,1.302,1,0,1,1,5,1,0,2046,0,0,2,2,0,2,0
347,6,1178,3,1,4,1,21.915,1,1,1,1,1,1,1,2040,1,1,1,1,2,2,1
348,6,1178,4,1,4,1,21.711,1,1,1,1,1,1,1,2040,1,1,1,1,2,2,1
349,6,1180,3,1,4,1,16.367,1,5,1,1,1,1,1,2013,2,1,1,1,2,2,1
350,6,1180,4,1,4,1,16.151,1,5,1,0,1,1,5,2013,2,1,1,1,2,2,1
351,6,1182,3,1,4,1,16.797,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
352,6,1182,4,1,4,1,16.797,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
353,6,1184,3,1,4,5,3.1,1,1,1,1,1,1,1,2041,2,1,1,1,2,2,1
354,6,1188,4,1,4,5,11.893,1,1,1,1,1,1,0,2095,1,1,1,1,0,3,0
355,6,1189,3,1,4,5,28.858,1,1,1,1,1,0,1,2020,1,1,1,1,2,2,1
356,6,1191,3,1,4,5,10.367,1,1,1,1,1,1,0,2018,0,0,1,1,2,2,0
357,6,1195,3,1,4,1,21.208,1,1,1,1,1,1,5,2092,1,1,1,1,2,2,1
358,6,1195,4,1,4,1,20.73,1,1,1,5,1,1,1,2092,1,1,1,1,2,2,1
359,6,1200,3,8,7,1,30.455,1,1,5,5,1,5,0,2105,1,1,4,4,1,1,5
360,6,1200,4,8,7,1,30.364,1,1,1,1,1,1,0,2105,1,1,4,4,1,1,0
361,6,1204,5,1,4,5,33.362,1,1,1,1,1,1,0,2090,9,2,2,1,2,2,0
362,6,1212,4,1,4,1,20.57,1,1,1,1,1,1,0,2044,2,2,1,1,2,2,0
363,6,1212,5,1,4,1,20.354,1,1,1,1,1,5,0,2044,2,2,1,1,2,2,0
364,6,1218,5,1,4,5,28.452,1,1,1,1,1,1,0,2092,9,2,1,1,2,2,0
365,6,1222,3,1,4,1,22.702,1,1,1,1,5,1,0,2071,1,1,1,1,2,2,0
366,6,1222,4,1,4,1,22.637,1,1,1,1,5,1,0,2071,1,1,1,1,2,2,0
367,6,1232,3,1,4,5,17.441,1,1,1,5,1,1,1,2014,2,1,1,1,2,2,1
368,6,1233,3,1,4,5,22.112,1,1,1,5,1,1,1,2067,0,0,1,1,2,2,1
369,6,1234,3,7,8,1,1.315,1,1,1,1,1,5,5,2110,2,2,0,4,1,1,1
370,6,1234,4,7,8,1,1.033,1,1,1,1,1,5,1,2110,2,2,0,4,1,1,1
371,6,1239,3,1,4,5,12.565,1,1,1,1,1,1,5,2104,0,0,1,1,0,0,1
372,6,1240,2,11,0,5,2.228,1,0,1,1,1,1,1,2051,96,96,4,4,2,2,1
373,6,1242,2,1,0,5,2.779,1,0,1,1,1,1,5,2073,0,0,2,2,2,2,1
374,6,1245,3,1,4,1,23.081,1,1,1,1,1,1,0,2018,1,1,1,1,0,0,0
375,6,1245,4,1,4,1,22.862,1,1,1,1,1,1,0,2018,1,1,1,1,0,0,0
376,6,1247,3,1,4,1,23.675,1,1,1,1,1,1,0,2080,1,1,1,1,0,0,0
377,6,1247,4,1,4,1,23.488,1,1,1,1,1,1,0,2080,1,1,1,1,0,0,0
378,6,1249,2,1,0,1,4.288,1,0,1,1,1,5,0,2046,1,1,2,2,0,0,0
379,6,1249,3,1,0,1,4.231,1,0,1,1,1,1,5,2046,1,1,2,2,0,0,1
380,6,1253,3,1,4,1,19.527,1,1,1,1,1,1,0,2037,1,1,1,1,0,0,0
381,6,1253,4,1,4,1,19.478,1,1,1,5,1,1,1,2037,1,1,1,1,0,0,1
382,6,1256,3,1,5,5,15.284,1,1,1,1,1,1,1,2042,96,96,2,2,2,2,1
383,6,1268,3,1,0,1,8.836,1,0,1,1,1,1,0,2098,1,2,2,2,2,2,0
384,6,1268,4,1,0,1,5.932,1,0,1,5,5,1,1,2098,3,2,2,2,1,1,1
385,6,1282,3,1,5,5,1.769,1,1,1,1,1,1,0,2008,96,96,2,2,2,2,0
386,6,1289,3,1,4,5,8.402,1,1,1,1,1,1,0,2082,96,96,1,1,0,0,0
387,6,1293,4,1,14,5,18.209,1,1,1,1,1,1,1,2107,1,1,1,1,0,0,1
388,6,1303,2,1,0,5,12.512,1,0,1,1,1,1,5,2092,0,0,2,2,2,2,1
389,6,1309,3,1,4,1,17.827,1,1,1,1,1,0,0,2088,1,1,1,1,2,2,0
390,6,1309,4,1,4,1,17.629,1,1,1,1,1,0,5,2088,1,1,1,1,2,2,1
391,6,1313,3,1,4,5,1.304,1,1,1,1,1,1,5,2077,0,0,1,1,2,2,1
392,6,1318,2,1,0,5,11.284,1,0,1,5,1,1,1,2050,96,96,2,2,2,2,1
393,6,1329,3,1,5,5,37.754,1,1,1,1,1,0,0,2096,0,0,2,2,2,2,0
394,6,1336,4,1,4,5,20.719,1,1,1,1,1,1,0,2037,9,1,1,1,2,2,0
395,6,1337,2,1,0,5,15.701,1,0,1,1,1,1,0,2006,96,96,2,2,0,0,0
396,6,1339,2,1,0,5,5.467,1,0,1,0,1,1,1,2093,1,1,2,2,2,2,1
397,6,1344,3,1,4,5,17.026,1,1,1,0,1,1,1,2034,0,0,1,1,2,2,1
398,6,1355,5,1,4,1,1.751,1,5,5,5,5,5,0,2026,2,3,1,1,0,0,5
399,6,1355,6,1,4,1,2.157,1,5,5,5,5,5,0,2026,2,3,1,1,0,0,5
400,6,1356,2,1,0,5,6.054,1,0,1,1,1,1,0,2050,96,96,2,2,2,2,0
401,6,1363,3,3,6,1,19.197,1,1,1,1,1,1,0,2086,0,0,4,4,0,0,0
402,6,1363,4,3,6,1,19.358,1,1,1,1,1,1,0,2086,0,0,4,4,0,0,0
403,6,1364,3,4,19,5,27.391,1,1,1,1,1,1,0,2072,1,96,3,3,2,2,0
404,6,1372,3,1,4,1,21.676,1,1,1,1,1,0,0,2077,2,2,1,1,2,2,0
405,6,1372,4,1,4,1,21.143,1,1,1,1,1,0,5,2077,2,2,1,1,2,2,1
406,6,1378,2,1,0,1,31.079,1,0,1,1,1,1,0,2054,1,1,2,2,2,2,0
407,6,1378,3,1,0,1,30.289,1,0,1,1,1,1,1,2054,1,1,2,2,2,2,1
408,6,1383,3,1,4,1,17.508,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
409,6,1383,4,1,4,1,17.089,1,1,1,1,1,1,0,2035,1,1,1,1,2,2,0
410,6,1385,3,1,0,1,14.686,1,0,1,5,1,0,1,2032,2,2,2,2,2,2,1
411,6,1385,4,1,0,1,14.496,1,0,1,0,1,0,1,2032,2,2,2,2,2,2,1
412,6,1388,4,1,0,5,61.708,1,0,1,1,1,1,0,2016,2,3,2,2,0,0,0
413,6,1390,3,1,4,1,18.088,1,1,1,1,1,1,0,2095,2,2,1,1,2,2,0
414,6,1390,4,1,4,1,18.041,1,1,1,1,1,1,5,2095,2,2,1,1,2,2,1
415,6,1391,4,1,4,1,18.894,1,1,1,1,1,1,0,2006,2,2,1,1,2,2,0
416,6,1391,5,1,4,1,18.468,1,1,1,1,1,1,0,2006,2,2,1,1,2,2,0
417,6,1392,3,1,6,1,24.254,1,1,1,1,1,1,0,2013,2,2,2,2,0,0,0
418,6,1392,4,1,4,1,23.295,1,1,1,0,1,1,5,2013,2,2,1,1,0,0,1
419,6,1396,3,1,4,5,17.798,1,1,1,1,1,1,0,2088,0,0,1,1,2,2,0
420,6,1398,3,1,4,1,1.639,1,1,1,1,1,1,0,2001,0,1,0,1,0,0,0
421,6,1398,4,1,4,1,1.564,1,1,1,1,1,1,5,2001,0,1,0,1,0,0,1
422,6,1404,3,11,0,1,4.207,1,0,1,1,1,1,1,2019,1,1,0,0,0,0,1
423,6,1404,4,11,0,1,3.582,1,0,1,1,1,1,1,2019,1,1,0,0,0,0,1
424,6,1407,3,1,4,5,3.271,1,5,5,5,5,5,0,2101,1,1,1,1,2,2,5
425,6,1408,2,1,0,5,3.927,1,0,1,1,1,1,0,2034,1,1,2,2,2,2,0
426,6,1409,3,1,4,1,3.18,1,1,1,1,1,1,0,2082,1,1,1,1,2,2,0
427,6,1409,4,1,4,1,3.063,1,1,1,5,1,1,1,2082,1,1,1,1,2,2,1
428,6,1413,3,1,4,1,36.757,1,1,5,5,1,5,0,2035,1,1,1,1,2,2,5
429,6,1413,4,1,4,1,36.328,1,1,5,5,1,5,0,2035,1,1,1,1,2,2,0
430,6,1421,3,4,2,5,5.683,1,5,5,5,5,5,0,2063,0,0,3,3,2,2,5
431,6,1422,4,1,4,1,26.449,1,1,1,1,1,0,0,2049,2,2,1,1,2,2,0
432,6,1422,5,1,4,1,25.986,1,1,1,1,1,0,0,2049,2,2,1,1,2,2,5
433,6,1423,3,1,4,5,14.903,1,1,1,5,1,1,1,2004,2,1,1,1,2,2,1
434,6,1425,3,1,0,1,2.466,1,0,1,1,1,1,0,2091,2,2,2,2,2,2,0
435,6,1425,4,1,0,1,2.431,1,0,1,1,1,1,5,2091,2,2,2,2,2,2,1
436,6,1428,4,1,4,5,8.052,1,5,1,1,1,1,1,2086,1,1,1,1,2,2,1
437,6,1436,3,1,4,1,39.224,1,1,1,1,1,1,0,2004,1,1,1,1,2,2,0
438,6,1436,4,1,4,1,38.25,1,1,1,0,1,1,1,2004,1,1,1,1,2,2,1
439,6,1448,4,1,4,5,28.687,1,1,1,1,1,0,0,2014,1,1,1,1,2,2,0
440,6,1449,3,7,8,5,7.29,1,1,1,1,1,1,1,2059,0,96,4,4,2,2,1
441,6,1450,3,1,4,1,18.33,1,1,1,1,1,1,0,2006,2,2,1,1,2,2,0
442,6,1450,4,1,4,1,17.872,1,1,1,5,1,1,1,2006,2,2,1,1,2,2,1
443,6,1458,3,1,4,1,17.474,1,1,1,1,1,1,1,2001,1,1,1,1,2,2,1
444,6,1458,4,1,4,1,17.494,1,1,1,5,1,1,1,2001,1,1,1,1,2,2,1
445,6,1460,2,1,0,1,2.152,1,0,1,1,1,0,0,2087,2,2,2,2,0,0,0
446,6,1460,4,1,0,1,2.095,1,0,1,1,1,1,0,2087,2,2,2,2,0,0,0
447,6,1468,3,1,4,5,27.251,1,1,1,0,1,1,1,2073,1,1,1,1,2,2,1
448,6,1469,3,1,4,5,14.482,1,1,1,0,1,0,1,2015,1,1,1,1,2,2,1
449,6,1474,2,4,0,5,3.085,1,0,1,1,1,1,0,2093,0,0,3,3,0,0,0
450,6,1484,4,1,4,5,21.434,1,1,1,1,1,1,0,2035,96,1,1,1,2,2,0
451,6,1486,2,4,0,1,14.387,1,0,1,1,1,1,1,2030,1,1,2,3,0,0,1
452,6,1486,3,4,0,1,14.236,1,0,1,1,1,1,5,2030,1,1,2,3,0,0,1
453,6,1487,4,1,4,1,20.612,1,1,1,1,1,1,0,2037,1,2,1,1,2,2,0
454,6,1487,5,1,4,1,20.103,1,1,1,1,1,1,1,2037,1,2,1,1,2,2,1
455,6,1490,2,1,0,1,1.033,1,0,1,1,5,1,0,2091,1,1,2,2,2,2,0
456,6,1490,3,1,0,1,1.033,1,0,1,1,1,1,0,2091,1,1,2,2,2,2,0
457,6,1491,3,1,5,5,1.033,1,1,1,1,1,1,0,2091,2,1,2,2,2,2,0
458,6,1493,3,1,4,1,34.508,1,1,1,1,1,1,0,2044,2,2,1,1,2,2,0
459,6,1493,5,1,4,1,33.576,1,1,1,1,1,1,0,2044,2,2,1,1,2,2,0
460,6,1500,2,1,0,1,15.825,1,0,5,5,1,0,0,2099,1,1,2,2,2,2,0
461,6,1500,3,1,0,1,15.719,1,0,5,5,1,0,0,2099,1,1,2,2,2,2,0
462,6,1508,3,1,4,5,19.913,1,1,5,5,1,0,0,2071,1,1,1,1,0,0,5
463,6,1509,2,1,0,1,35.379,1,0,1,1,1,0,0,2060,1,1,2,2,2,2,0
464,6,1509,3,1,0,1,34.309,1,0,1,1,1,0,5,2060,1,1,2,2,2,2,1
465,6,1513,2,1,0,1,4.632,1,0,1,1,5,1,0,2018,0,1,0,2,0,2,0
466,6,1513,3,1,0,1,3.661,1,0,1,1,5,1,0,2018,0,1,0,2,0,2,0
467,6,1515,2,1,10,5,22.608,1,1,1,0,1,1,1,2016,1,1,2,2,2,2,1
468,6,1522,2,1,0,1,3.842,1,0,5,1,5,1,5,2087,1,1,2,2,0,0,1
469,6,1522,3,1,0,1,3.935,1,0,5,1,5,1,0,2087,1,1,2,2,0,0,0
470,6,1523,3,1,4,5,16.256,1,1,1,0,1,1,5,2005,0,0,1,1,2,2,1
471,6,1525,3,1,4,1,39.506,1,5,1,1,1,1,0,2007,2,2,1,1,2,2,0
472,6,1525,5,1,4,1,38.317,1,5,1,0,1,1,1,2007,2,2,1,1,2,2,1
473,6,1530,3,7,0,5,16.689,1,0,1,1,1,1,1,2034,0,0,4,4,1,1,1
474,6,1534,3,1,4,5,46.39,1,1,1,1,1,1,5,2053,1,1,1,1,0,0,1
475,6,1543,3,1,4,1,18.391,1,1,1,1,1,0,0,2035,1,1,1,1,2,2,0
476,6,1543,4,1,4,1,17.951,1,1,1,1,1,0,0,2035,1,1,1,1,2,2,0
477,6,1548,5,13,4,1,62.694,1,1,1,1,1,0,0,2054,5,5,1,1,0,0,0
478,6,1548,7,13,4,1,59.995,1,1,1,1,1,0,0,2054,5,5,1,1,0,0,0
479,6,1556,3,1,4,5,22.055,1,1,1,1,1,1,0,2061,9,1,1,1,2,2,0
480,6,1563,3,1,4,1,16.918,1,1,1,1,1,1,0,2002,2,2,1,1,2,2,0
481,6,1563,4,1,4,1,16.244,1,1,1,1,1,1,1,2002,2,2,1,1,2,2,1
482,6,1564,5,1,4,1,16.94,1,1,1,1,1,1,0,2042,2,2,1,1,0,0,0
483,6,1600,3,1,4,1,33.538,1,1,1,1,1,1,1,2020,1,1,1,1,2,2,1
484,6,1600,4,1,4,1,33.434,1,1,1,0,1,1,1,2020,1,1,1,1,2,2,1
485,6,1602,4,1,4,5,15.246,1,1,1,1,1,1,0,2067,1,1,1,1,2,2,0
486,6,1604,3,1,4,5,19.306,1,1,1,5,1,0,5,2090,3,2,2,2,2,2,1
487,6,1605,4,1,4,1,44.183,1,1,1,1,1,1,1,2090,4,4,1,1,0,0,1
488,6,1605,5,1,4,1,43.049,1,1,1,0,1,1,5,2090,4,4,1,1,0,0,1
489,6,1615,6,1,0,5,19.853,1,0,1,1,1,1,0,2097,1,3,2,2,0,0,0
490,6,1617,2,1,0,1,20.812,1,0,5,5,1,1,0,2006,1,1,2,2,2,2,0
491,6,1617,3,1,0,1,20.424,1,0,1,1,1,5,0,2006,1,1,2,2,2,2,0
492,6,1621,3,1,4,1,5.757,1,1,1,1,1,5,5,2051,2,2,1,1,2,2,1
493,6,1621,4,1,4,1,5.69,1,1,1,0,1,5,5,2051,2,2,1,1,2,2,1
494,6,1622,3,1,4,5,1.954,1,1,1,1,1,1,5,2060,1,1,1,1,2,2,1
495,6,1627,3,1,4,1,22.831,1,1,1,1,1,1,0,2096,1,1,1,1,2,2,0
496,6,1627,4,1,4,1,18.999,1,1,1,1,1,1,5,2096,1,1,1,1,2,2,1
497,6,1633,2,1,0,5,44.281,1,0,1,1,1,1,5,2096,0,0,2,2,2,2,1
498,6,1636,3,1,4,1,6.353,1,1,1,1,1,1,0,2020,1,1,1,1,0,2,0
499,6,1636,4,1,4,1,4.948,1,1,1,1,1,1,0,2020,1,1,1,1,0,2,0
500,6,1637,4,7,12,5,6.007,1,1,1,1,1,1,5,2115,96,96,4,4,1,1,1
501,6,1640,5,1,4,5,12.903,1,1,1,1,1,1,5,2071,1,2,1,1,2,2,1
502,6,1645,3,1,4,5,18.226,1,1,1,1,1,1,5,2006,0,0,1,1,2,2,1
503,6,1646,5,1,7,5,5.875,1,1,1,1,1,1,1,2041,1,0,2,2,1,1,1
504,6,1653,4,1,14,1,22.282,1,1,1,1,1,1,0,2111,1,2,2,2,0,0,0
505,6,1654,3,1,5,5,10.028,1,1,1,1,1,1,0,2008,0,0,2,2,2,2,0
506,6,1663,5,1,7,5,4.036,1,1,1,1,1,1,5,2026,0,0,2,2,1,1,1
507,6,1664,3,4,1,5,2.148,1,1,1,0,1,1,1,2073,0,0,1,1,0,2,1
508,6,1667,3,1,4,5,1.923,1,1,1,5,1,1,1,2026,1,1,1,1,2,2,1
509,6,1670,2,1,0,1,1.784,1,0,1,1,5,1,1,2026,1,1,2,2,0,0,1
510,6,1670,3,1,0,1,1.788,1,0,1,0,5,1,5,2026,1,1,2,2,0,0,1
511,6,1680,4,1,4,1,17.385,1,1,1,1,1,1,0,2084,1,2,1,1,0,0,0
512,6,1680,5,1,4,1,16.87,1,1,1,1,1,1,0,2084,1,2,1,1,0,0,0
513,6,1684,2,1,0,1,2.633,1,0,1,1,1,1,1,2054,1,1,2,2,2,2,1
514,6,1684,3,1,0,1,2.627,1,0,1,1,1,1,5,2054,1,1,2,2,2,2,1
515,6,1686,4,1,5,5,8.104,1,1,1,1,1,1,0,2071,1,2,2,2,2,2,0
516,6,1687,3,4,1,1,2.183,1,1,1,1,1,1,0,2054,1,1,1,1,2,2,0
517,6,1687,4,1,4,1,2.14,1,1,1,5,1,1,5,2054,1,1,1,1,2,2,1
518,6,1690,3,1,4,1,9.512,1,1,1,1,1,1,1,2097,2,2,1,1,2,2,1
519,6,1690,4,1,4,1,9.306,1,1,1,0,1,1,1,2097,2,2,1,1,2,2,1
520,6,1694,3,1,0,1,1.67,1,0,1,1,1,1,0,2091,1,1,2,2,2,2,0
521,6,1694,4,7,0,1,1.618,1,0,1,0,1,1,5,2091,2,1,2,2,1,1,1
522,6,1700,3,4,2,5,1.033,1,5,1,1,5,5,0,2110,1,1,3,3,2,2,0
523,6,1704,3,1,4,5,32.376,1,1,1,1,1,1,1,2111,2,1,2,2,2,2,1
524,6,1709,3,1,5,5,21.742,1,1,1,5,1,5,0,2059,0,0,0,2,0,2,9
525,6,1711,3,1,4,1,9.738,1,1,1,1,1,1,0,2006,3,2,1,1,2,2,0
526,6,1711,4,1,4,1,9.566,1,1,1,1,1,1,0,2006,3,2,1,1,2,2,0
527,6,1713,3,1,0,1,8.861,1,0,1,1,1,1,0,2006,1,1,2,1,2,2,0
528,6,1713,4,1,0,1,7.822,1,0,1,1,1,0,5,2006,1,1,2,1,2,2,1
529,6,1714,3,1,4,5,17.886,1,1,1,1,1,5,0,2095,1,1,1,1,2,2,5
530,6,1715,3,1,4,1,20.622,1,1,1,1,1,0,0,2102,1,1,1,1,2,2,0
531,6,1715,4,1,4,1,20.311,1,1,1,1,1,0,0,2102,1,1,1,1,2,2,0
532,6,1718,3,1,4,1,42.776,1,1,5,5,1,5,0,2012,1,1,1,1,0,0,0
533,6,1718,4,1,4,1,42.326,1,1,5,5,1,5,0,2012,1,1,1,1,0,0,0
534,6,1719,2,1,0,5,3.113,1,0,1,0,1,1,1,2016,2,2,2,2,2,2,1
535,6,1723,4,1,4,5,22.85,1,1,1,1,1,1,1,2001,1,1,1,1,0,0,1
536,6,1724,3,1,4,1,27.387,1,1,5,5,1,5,0,2012,2,2,1,1,2,2,0
537,6,1724,4,1,4,1,27.14,1,1,5,5,1,5,0,2012,2,2,1,1,2,2,0
538,6,1728,2,11,12,5,37.151,1,1,1,1,1,1,0,2063,0,0,0,0,1,1,0
539,6,1730,3,1,4,5,28.712,1,1,1,1,1,1,0,2055,96,1,1,1,2,2,0
540,6,1737,4,1,4,1,28.769,1,1,1,1,1,1,0,2001,3,3,1,1,2,2,0
541,6,1737,5,1,4,1,27.917,1,1,1,1,1,1,5,2001,3,3,1,1,2,2,1
542,6,1738,3,1,5,1,25.539,1,1,1,0,1,0,0,2035,1,1,2,2,0,0,0
543,6,1738,4,1,5,1,25.539,1,1,1,0,1,0,0,2035,1,1,2,2,0,0,0
544,6,1747,3,1,4,5,19.445,1,1,1,1,1,1,5,2115,0,0,1,1,2,2,1
545,6,1752,4,1,4,1,32.594,1,1,1,1,1,1,5,2046,2,2,1,1,2,2,1
546,6,1752,5,1,4,1,31.875,1,1,1,5,1,1,5,2046,2,2,1,1,2,2,1
547,6,1756,3,1,4,1,19.546,1,5,5,5,5,5,0,2108,0,1,0,1,0,2,5
548,6,1761,3,1,4,1,22.644,1,1,1,1,1,1,0,2092,1,1,1,1,2,2,0
549,6,1761,4,1,4,1,22.409,1,1,1,1,1,1,1,2092,1,1,1,1,2,2,1
550,6,1762,2,1,0,1,13.499,1,0,1,1,1,1,0,2035,1,1,2,2,2,2,0
551,6,1762,3,1,0,1,13.249,1,0,1,1,1,1,0,2035,1,1,2,2,2,2,0
552,6,1764,3,1,0,1,27.276,1,0,1,1,5,1,1,2032,2,2,2,2,2,2,1
553,6,1764,4,1,0,1,26.732,1,0,1,0,5,1,1,2032,2,2,2,2,2,2,1
554,6,1767,5,1,4,5,21.158,1,1,1,1,1,0,0,2108,1,2,1,1,2,2,0
555,6,1771,2,1,5,1,13.725,1,1,1,1,1,1,0,2096,1,1,2,2,2,2,0
556,6,1771,3,1,5,1,13.577,1,1,1,1,1,1,0,2096,1,1,2,2,2,2,0
557,6,1780,5,1,13,1,7.073,1,1,1,1,1,1,1,2076,4,4,2,2,2,2,1
558,6,1780,6,1,13,1,7.021,1,1,1,1,1,1,0,2076,4,4,2,2,2,2,5
559,6,1782,3,1,4,5,1.198,1,1,1,1,1,1,0,2008,9,9,1,1,2,2,0
560,6,1793,2,1,0,1,1.387,1,0,1,1,1,1,0,2026,1,1,2,2,2,2,0
561,6,1793,3,1,0,1,1.369,1,0,1,1,1,1,5,2026,1,1,2,2,2,2,1
562,6,1796,3,1,0,1,20.893,1,0,1,1,1,1,0,2014,1,1,2,2,0,0,0
563,6,1796,4,1,0,1,20.731,1,0,1,1,1,1,0,2014,1,1,2,2,0,0,0
564,6,1799,3,1,0,1,1.975,1,0,1,5,1,5,1,2093,1,1,2,1,0,0,1
565,6,1799,4,1,0,1,1.791,1,0,1,0,1,1,5,2093,1,1,2,1,0,0,1
566,6,1800,3,1,4,5,23.025,1,5,5,5,5,5,0,2075,0,0,1,1,2,2,5
567,6,1812,4,2,4,1,1.033,1,1,1,1,1,1,0,2016,1,2,3,3,2,2,0
568,6,1812,5,2,4,1,1.033,1,1,1,1,1,1,0,2016,1,2,3,3,2,2,0
569,6,1814,3,4,1,1,32.092,1,5,1,5,1,5,0,2052,2,2,1,1,0,0,0
570,6,1814,4,4,1,1,31.832,1,5,1,5,1,1,5,2052,2,2,1,1,0,0,1
571,6,1818,2,1,0,5,34.533,1,0,5,5,1,5,5,2092,96,96,2,2,2,2,1
